taskName,program,nlDescription
496994bd.json,(lambda (to_original_grid_overlay (remove_black_b (reflect (reflect (grid_to_block $0) false) true)) true)),mirror the top pattern below.
496994bd.json,(lambda (to_original_grid_overlay (reflect (remove_black_b (reflect (grid_to_block $0) true)) false) true)),mirror the top pattern below.
496994bd.json,(lambda (to_original_grid_overlay (remove_black_b (reflect (reflect (grid_to_block $0) true) false)) true)),mirror the top pattern below.
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) black false) false)),make input pattern as center for output and colors should be same. The adjacent colors are also same . all four corner colors should be black
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) black false) true)),make input pattern as center for output and colors should be same. The adjacent colors are also same . all four corner colors should be black
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) invisible false) false)),make input pattern as center for output and colors should be same. The adjacent colors are also same . all four corner colors should be black
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) invisible false) true)),make input pattern as center for output and colors should be same. The adjacent colors are also same . all four corner colors should be black
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) black false) (negate_boolean false))),make input pattern as center for output and colors should be same. The adjacent colors are also same . all four corner colors should be black
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) black false) (negate_boolean true))),make input pattern as center for output and colors should be same. The adjacent colors are also same . all four corner colors should be black
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) invisible (negate_boolean true)) false)),make input pattern as center for output and colors should be same. The adjacent colors are also same . all four corner colors should be black
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) invisible (negate_boolean true)) true)),make input pattern as center for output and colors should be same. The adjacent colors are also same . all four corner colors should be black
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) invisible false) (negate_boolean false))),make input pattern as center for output and colors should be same. The adjacent colors are also same . all four corner colors should be black
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) invisible false) (negate_boolean true))),make input pattern as center for output and colors should be same. The adjacent colors are also same . all four corner colors should be black
49d1d64f.json,(lambda (to_min_grid (remove_black_b (wrap_block (grid_to_block $0) invisible false)) true)),make input pattern as center for output and colors should be same. The adjacent colors are also same . all four corner colors should be black
49d1d64f.json,(lambda (to_min_grid (remove_black_b (wrap_block (grid_to_block $0) invisible false)) false)),make input pattern as center for output and colors should be same. The adjacent colors are also same . all four corner colors should be black
49d1d64f.json,(lambda (to_min_grid (remove_black_b (wrap_block (grid_to_block $0) black false)) true)),make input pattern as center for output and colors should be same. The adjacent colors are also same . all four corner colors should be black
49d1d64f.json,(lambda (to_min_grid (remove_black_b (wrap_block (grid_to_block $0) black false)) false)),make input pattern as center for output and colors should be same. The adjacent colors are also same . all four corner colors should be black
49d1d64f.json,(lambda (to_min_grid (wrap_block (filter_block_tiles (grid_to_block $0) (lambda true)) invisible false) true)),make input pattern as center for output and colors should be same. The adjacent colors are also same . all four corner colors should be black
49d1d64f.json,(lambda (to_min_grid (filter_block_tiles (wrap_block (grid_to_block $0) invisible false) (lambda true)) false)),make input pattern as center for output and colors should be same. The adjacent colors are also same . all four corner colors should be black
49d1d64f.json,(lambda (to_min_grid (wrap_block (filter_block_tiles (grid_to_block $0) (lambda true)) invisible false) false)),make input pattern as center for output and colors should be same. The adjacent colors are also same . all four corner colors should be black
49d1d64f.json,(lambda (to_min_grid (filter_block_tiles (wrap_block (grid_to_block $0) black false) (lambda true)) false)),make input pattern as center for output and colors should be same. The adjacent colors are also same . all four corner colors should be black
49d1d64f.json,(lambda (to_min_grid (wrap_block (filter_block_tiles (grid_to_block $0) (lambda true)) black false) false)),make input pattern as center for output and colors should be same. The adjacent colors are also same . all four corner colors should be black
49d1d64f.json,(lambda (to_min_grid (wrap_block (merge_blocks (find_same_color_blocks $0 true true) false) invisible false) false)),make input pattern as center for output and colors should be same. The adjacent colors are also same . all four corner colors should be black
49d1d64f.json,(lambda (to_min_grid (wrap_block (merge_blocks (find_same_color_blocks $0 true true) false) black false) false)),make input pattern as center for output and colors should be same. The adjacent colors are also same . all four corner colors should be black
49d1d64f.json,(lambda (to_min_grid (box_block (wrap_block (grid_to_block $0) black false)) false)),make input pattern as center for output and colors should be same. The adjacent colors are also same . all four corner colors should be black
49d1d64f.json,(lambda (to_min_grid (box_block (wrap_block (grid_to_block $0) invisible false)) false)),make input pattern as center for output and colors should be same. The adjacent colors are also same . all four corner colors should be black
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) black (negate_boolean true)) false)),make input pattern as center for output and colors should be same. The adjacent colors are also same . all four corner colors should be black
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) black (negate_boolean true)) true)),make input pattern as center for output and colors should be same. The adjacent colors are also same . all four corner colors should be black
4c4377d9.json,(lambda (to_min_grid (move (reflect (grid_to_block $0) true) 3 north true) true)),"copy the pattern as you see it on the bottom half of the grid into 3x4. Once done, flip the pattern up to the top half of the 3x4 grid."
4c4377d9.json,(lambda (to_min_grid (move (reflect (grid_to_block $0) true) 3 north true) false)),"copy the pattern as you see it on the bottom half of the grid into 3x4. Once done, flip the pattern up to the top half of the 3x4 grid."
4c4377d9.json,(lambda (to_min_grid (move (reflect (remove_black_b (grid_to_block $0)) true) 3 north true) true)),"copy the pattern as you see it on the bottom half of the grid into 3x4. Once done, flip the pattern up to the top half of the 3x4 grid."
4c4377d9.json,(lambda (to_min_grid (remove_black_b (move (reflect (grid_to_block $0) true) 3 north true)) true)),"copy the pattern as you see it on the bottom half of the grid into 3x4. Once done, flip the pattern up to the top half of the 3x4 grid."
4c4377d9.json,(lambda (to_min_grid (move (reflect (remove_black_b (grid_to_block $0)) true) 3 north true) false)),"copy the pattern as you see it on the bottom half of the grid into 3x4. Once done, flip the pattern up to the top half of the 3x4 grid."
4c4377d9.json,(lambda (to_min_grid (remove_black_b (move (reflect (grid_to_block $0) true) 3 north true)) false)),"copy the pattern as you see it on the bottom half of the grid into 3x4. Once done, flip the pattern up to the top half of the 3x4 grid."
4c4377d9.json,(lambda (to_min_grid (move (reflect (reflect (reflect (grid_to_block $0) true) true) true) 3 north true) false)),"copy the pattern as you see it on the bottom half of the grid into 3x4. Once done, flip the pattern up to the top half of the 3x4 grid."
4c4377d9.json,(lambda (to_min_grid (move (reflect (reflect (reflect (grid_to_block $0) false) false) true) 3 north true) false)),"copy the pattern as you see it on the bottom half of the grid into 3x4. Once done, flip the pattern up to the top half of the 3x4 grid."
4c4377d9.json,(lambda (to_min_grid (move (reflect (reflect (reflect (grid_to_block $0) false) true) false) 3 north true) false)),"copy the pattern as you see it on the bottom half of the grid into 3x4. Once done, flip the pattern up to the top half of the 3x4 grid."
4c4377d9.json,(lambda (to_min_grid (move (reflect (reflect (reflect (grid_to_block $0) true) false) false) 3 north true) false)),"copy the pattern as you see it on the bottom half of the grid into 3x4. Once done, flip the pattern up to the top half of the 3x4 grid."
4c4377d9.json,(lambda (to_min_grid (remove_black_b (move (box_block (remove_black_b (reflect (grid_to_block $0) true))) 3 north true)) true)),"copy the pattern as you see it on the bottom half of the grid into 3x4. Once done, flip the pattern up to the top half of the 3x4 grid."
4c4377d9.json,(lambda (to_min_grid (box_block (move (reflect (grid_to_block $0) true) 3 north true)) true)),"copy the pattern as you see it on the bottom half of the grid into 3x4. Once done, flip the pattern up to the top half of the 3x4 grid."
4c4377d9.json,(lambda (to_min_grid (box_block (remove_black_b (move (reflect (grid_to_block $0) true) 3 north true))) true)),"copy the pattern as you see it on the bottom half of the grid into 3x4. Once done, flip the pattern up to the top half of the 3x4 grid."
4c4377d9.json,(lambda (to_min_grid (box_block (move (reflect (grid_to_block $0) true) 3 north true)) false)),"copy the pattern as you see it on the bottom half of the grid into 3x4. Once done, flip the pattern up to the top half of the 3x4 grid."
4c4377d9.json,(lambda (to_min_grid (box_block (remove_black_b (move (reflect (grid_to_block $0) true) 3 north true))) false)),"copy the pattern as you see it on the bottom half of the grid into 3x4. Once done, flip the pattern up to the top half of the 3x4 grid."
4c4377d9.json,(lambda (to_min_grid (remove_black_b (move (box_block (remove_black_b (reflect (grid_to_block $0) true))) 3 north true)) false)),"copy the pattern as you see it on the bottom half of the grid into 3x4. Once done, flip the pattern up to the top half of the 3x4 grid."
50cb2852.json,(lambda (blocks_to_original_grid (map_blocks (find_blocks_by_black_b $0 true false) (lambda (fill_color (filter_block_tiles $0 (lambda (is_interior $0 true))) teal))) true true)),color the inside of each colored area with light blue. Leave the outside of the colored shapes the example color one cube deep all the way around.
50cb2852.json,(lambda (to_original_grid_overlay (fill_color (filter_block_tiles (remove_black_b (grid_to_block $0)) (lambda (is_interior $0 true))) teal) true)),color the inside of each colored area with light blue. Leave the outside of the colored shapes the example color one cube deep all the way around.
50cb2852.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (grid_to_block $0)) teal) (lambda (is_interior $0 true))) true)),color the inside of each colored area with light blue. Leave the outside of the colored shapes the example color one cube deep all the way around.
50cb2852.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_same_color_blocks $0 true true) false) teal) (lambda (is_interior $0 true))) true)),color the inside of each colored area with light blue. Leave the outside of the colored shapes the example color one cube deep all the way around.
50cb2852.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_same_color_blocks $0 true false) false) teal) (lambda (is_interior $0 true))) true)),color the inside of each colored area with light blue. Leave the outside of the colored shapes the example color one cube deep all the way around.
50cb2852.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_blocks_by_inferred_b $0 false false) false) teal) (lambda (is_interior $0 true))) true)),color the inside of each colored area with light blue. Leave the outside of the colored shapes the example color one cube deep all the way around.
50cb2852.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_blocks_by_inferred_b $0 false false) false) teal) (lambda (is_interior $0 (is_interior $0 true)))) true)),color the inside of each colored area with light blue. Leave the outside of the colored shapes the example color one cube deep all the way around.
50cb2852.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (filter_blocks (find_same_color_blocks $0 true true) (lambda (is_symmetrical $0 false))) false) teal) (lambda (is_interior $0 true))) true)),color the inside of each colored area with light blue. Leave the outside of the colored shapes the example color one cube deep all the way around.
50cb2852.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (reflect (reflect (grid_to_block $0) false) false)) teal) (lambda (is_interior $0 true))) true)),color the inside of each colored area with light blue. Leave the outside of the colored shapes the example color one cube deep all the way around.
50cb2852.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (reflect (reflect (grid_to_block $0) true) true)) teal) (lambda (is_interior $0 true))) true)),color the inside of each colored area with light blue. Leave the outside of the colored shapes the example color one cube deep all the way around.
5117e062.json,(lambda (to_min_grid (fill_color (merge_blocks (filter_blocks (find_blocks_by_black_b $0 true false) (lambda (has_color $0 teal))) true) (nth_primary_color (merge_blocks (filter_blocks (find_blocks_by_black_b $0 true false) (lambda (has_color $0 teal))) true) 0)) false)),copy the shape with the light blue dot but replace the light blue dot with the shape color.
5521c0d9.json,(lambda (blocks_to_original_grid (map_blocks (find_same_color_blocks $0 true false) (lambda (move $0 (get_height $0) north false))) false true)),decide how many rows the object has and move it up that same amount of rows.
5582e5ca.json,(lambda (to_min_grid (fill_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 0)) false)),"determine what color is used the most in the input grid and make the entire output grid that color. determine which color is used for the majority of the squares in the input grid, then use that color for the entire output grid."
5582e5ca.json,(lambda (to_min_grid (fill_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 0)) true)),"determine what color is used the most in the input grid and make the entire output grid that color. determine which color is used for the majority of the squares in the input grid, then use that color for the entire output grid."
5582e5ca.json,(lambda (to_original_grid_overlay (fill_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 0)) false)),"determine what color is used the most in the input grid and make the entire output grid that color. determine which color is used for the majority of the squares in the input grid, then use that color for the entire output grid."
5582e5ca.json,(lambda (to_original_grid_overlay (fill_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 0)) true)),"determine what color is used the most in the input grid and make the entire output grid that color. determine which color is used for the majority of the squares in the input grid, then use that color for the entire output grid."
5582e5ca.json,(lambda (to_min_grid (fill_color (grid_to_block $0) (nth_primary_color (remove_black_b (grid_to_block $0)) 0)) false)),"determine what color is used the most in the input grid and make the entire output grid that color. determine which color is used for the majority of the squares in the input grid, then use that color for the entire output grid."
5582e5ca.json,(lambda (to_min_grid (reflect (fill_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 0)) false) false)),"determine what color is used the most in the input grid and make the entire output grid that color. determine which color is used for the majority of the squares in the input grid, then use that color for the entire output grid."
5582e5ca.json,(lambda (to_min_grid (reflect (fill_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 0)) true) false)),"determine what color is used the most in the input grid and make the entire output grid that color. determine which color is used for the majority of the squares in the input grid, then use that color for the entire output grid."
5582e5ca.json,(lambda (to_min_grid (fill_color (grid_to_block $0) (nth_primary_color (duplicate (grid_to_block $0) east 1) 0)) false)),"determine what color is used the most in the input grid and make the entire output grid that color. determine which color is used for the majority of the squares in the input grid, then use that color for the entire output grid."
5582e5ca.json,(lambda (to_min_grid (fill_color (grid_to_block $0) (nth_primary_color (move (grid_to_block $0) 1 south false) 0)) false)),"determine what color is used the most in the input grid and make the entire output grid that color. determine which color is used for the majority of the squares in the input grid, then use that color for the entire output grid."
5582e5ca.json,(lambda (to_min_grid (fill_color (move (grid_to_block $0) 1 south false) (nth_primary_color (grid_to_block $0) 0)) false)),"determine what color is used the most in the input grid and make the entire output grid that color. determine which color is used for the majority of the squares in the input grid, then use that color for the entire output grid."
5582e5ca.json,(lambda (to_min_grid (reflect (fill_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 0)) false) true)),"determine what color is used the most in the input grid and make the entire output grid that color. determine which color is used for the majority of the squares in the input grid, then use that color for the entire output grid."
5582e5ca.json,(lambda (to_min_grid (fill_color (grid_to_block $0) (nth_primary_color (grow (grid_to_block $0) 1) 0)) true)),"determine what color is used the most in the input grid and make the entire output grid that color. determine which color is used for the majority of the squares in the input grid, then use that color for the entire output grid."
5582e5ca.json,(lambda (to_min_grid (fill_color (grid_to_block $0) (nth_primary_color (replace_color (grid_to_block $0) orange grey) 0)) true)),"determine what color is used the most in the input grid and make the entire output grid that color. determine which color is used for the majority of the squares in the input grid, then use that color for the entire output grid."
5582e5ca.json,(lambda (to_min_grid (fill_color (replace_color (grid_to_block $0) orange grey) (nth_primary_color (grid_to_block $0) 0)) true)),"determine what color is used the most in the input grid and make the entire output grid that color. determine which color is used for the majority of the squares in the input grid, then use that color for the entire output grid."
5582e5ca.json,(lambda (to_min_grid (replace_color (fill_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 0)) orange grey) true)),"determine what color is used the most in the input grid and make the entire output grid that color. determine which color is used for the majority of the squares in the input grid, then use that color for the entire output grid."
5582e5ca.json,(lambda (to_min_grid (fill_color (grid_to_block $0) (nth_primary_color (wrap_block (grid_to_block $0) invisible false) 0)) true)),"determine what color is used the most in the input grid and make the entire output grid that color. determine which color is used for the majority of the squares in the input grid, then use that color for the entire output grid."
5582e5ca.json,(lambda (to_min_grid (fill_color (fill_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 0)) (nth_primary_color (grid_to_block $0) 0)) true)),"determine what color is used the most in the input grid and make the entire output grid that color. determine which color is used for the majority of the squares in the input grid, then use that color for the entire output grid."
5582e5ca.json,(lambda (to_min_grid (fill_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 0)) (negate_boolean false))),"determine what color is used the most in the input grid and make the entire output grid that color. determine which color is used for the majority of the squares in the input grid, then use that color for the entire output grid."
5582e5ca.json,(lambda (to_min_grid (fill_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 0)) (negate_boolean true))),"determine what color is used the most in the input grid and make the entire output grid that color. determine which color is used for the majority of the squares in the input grid, then use that color for the entire output grid."
5582e5ca.json,(lambda (to_original_grid_overlay (fill_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 0)) (negate_boolean false))),"determine what color is used the most in the input grid and make the entire output grid that color. determine which color is used for the majority of the squares in the input grid, then use that color for the entire output grid."
5582e5ca.json,(lambda (to_original_grid_overlay (fill_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 0)) (negate_boolean true))),"determine what color is used the most in the input grid and make the entire output grid that color. determine which color is used for the majority of the squares in the input grid, then use that color for the entire output grid."
5582e5ca.json,(lambda (to_original_grid_overlay (fill_color (box_block (remove_black_b (grid_to_block $0))) (nth_primary_color (grid_to_block $0) 0)) false)),"determine what color is used the most in the input grid and make the entire output grid that color. determine which color is used for the majority of the squares in the input grid, then use that color for the entire output grid."
5582e5ca.json,(lambda (to_original_grid_overlay (fill_color (box_block (remove_black_b (grid_to_block $0))) (nth_primary_color (grid_to_block $0) 0)) true)),"determine what color is used the most in the input grid and make the entire output grid that color. determine which color is used for the majority of the squares in the input grid, then use that color for the entire output grid."
60b61512.json,(lambda (to_original_grid_overlay (replace_color (merge_blocks (find_same_color_blocks $0 true true) false) black orange) false)),"keep the shapes in the same place, but fill the gaps in the shape with the color orange until they form squares"
60b61512.json,(lambda (to_original_grid_overlay (replace_color (merge_blocks (find_same_color_blocks $0 true true) false) black orange) true)),"keep the shapes in the same place, but fill the gaps in the shape with the color orange until they form squares"
60b61512.json,(lambda (to_original_grid_overlay (replace_color (merge_blocks (find_same_color_blocks $0 true true) true) black orange) false)),"keep the shapes in the same place, but fill the gaps in the shape with the color orange until they form squares"
60b61512.json,(lambda (to_original_grid_overlay (replace_color (merge_blocks (find_same_color_blocks $0 true true) true) black orange) true)),"keep the shapes in the same place, but fill the gaps in the shape with the color orange until they form squares"
60b61512.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_same_color_blocks $0 true true) false) orange) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (grid_to_block $1)))))) true)),"keep the shapes in the same place, but fill the gaps in the shape with the color orange until they form squares"
60b61512.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_same_color_blocks $0 true true) false) (nth_primary_color (grid_to_block $0) 7)) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (grid_to_block $1)))))) true)),"keep the shapes in the same place, but fill the gaps in the shape with the color orange until they form squares"
60b61512.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_same_color_blocks $0 true true) false) orange) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (find_same_color_blocks $1 true false) false))))) true)),"keep the shapes in the same place, but fill the gaps in the shape with the color orange until they form squares"
60b61512.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_same_color_blocks $0 true true) false) orange) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (move (grid_to_block $1) 3 east true)))))) true)),"keep the shapes in the same place, but fill the gaps in the shape with the color orange until they form squares"
60b61512.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_same_color_blocks $0 true true) false) orange) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (move (grid_to_block $1) 3 south true)))))) true)),"keep the shapes in the same place, but fill the gaps in the shape with the color orange until they form squares"
6150a2bd.json,(lambda (to_min_grid (reflect (reflect (remove_color (grid_to_block $0) yellow) false) true) false)),"imagine that the entire grid has been flipped both horizontally and vertically. Once you picture it, you can create the output grid. imagine that the entire grid has been flipped both horizontally and vertically. Once you picture that you can create the output grid."
6150a2bd.json,(lambda (to_min_grid (reflect (reflect (remove_color (grid_to_block $0) yellow) true) false) false)),"imagine that the entire grid has been flipped both horizontally and vertically. Once you picture it, you can create the output grid. imagine that the entire grid has been flipped both horizontally and vertically. Once you picture that you can create the output grid."
6150a2bd.json,(lambda (to_original_grid_overlay (reflect (remove_black_b (reflect (grid_to_block $0) true)) false) false)),"imagine that the entire grid has been flipped both horizontally and vertically. Once you picture it, you can create the output grid. imagine that the entire grid has been flipped both horizontally and vertically. Once you picture that you can create the output grid."
6150a2bd.json,(lambda (to_original_grid_overlay (remove_black_b (reflect (reflect (grid_to_block $0) false) true)) false)),"imagine that the entire grid has been flipped both horizontally and vertically. Once you picture it, you can create the output grid. imagine that the entire grid has been flipped both horizontally and vertically. Once you picture that you can create the output grid."
67385a82.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (grid_to_block $0)) teal) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $1)) false))))) true)),"any green colored blocks that are more than 2 connected blocks (1x2, 2x1, 2x2, or other shapes) should be changed to light blue."
67385a82.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (grid_to_block $0)) teal) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $1)) true))))) true)),"any green colored blocks that are more than 2 connected blocks (1x2, 2x1, 2x2, or other shapes) should be changed to light blue."
67385a82.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (reflect (reflect (grid_to_block $0) false) false)) teal) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $1)) false))))) true)),"any green colored blocks that are more than 2 connected blocks (1x2, 2x1, 2x2, or other shapes) should be changed to light blue."
67385a82.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (reflect (reflect (grid_to_block $0) true) true)) teal) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $1)) false))))) true)),"any green colored blocks that are more than 2 connected blocks (1x2, 2x1, 2x2, or other shapes) should be changed to light blue."
67385a82.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (reflect (reflect (remove_color (grid_to_block $0) blue) true) true)) teal) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $1)) false))))) true)),"any green colored blocks that are more than 2 connected blocks (1x2, 2x1, 2x2, or other shapes) should be changed to light blue."
67a3c6ac.json,(lambda (to_min_grid (reflect (grid_to_block $0) false) false)),create a left/ right mirror image of the input
67a3c6ac.json,(lambda (to_min_grid (reflect (grid_to_block $0) false) true)),create a left/ right mirror image of the input
67a3c6ac.json,(lambda (to_original_grid_overlay (reflect (grid_to_block $0) false) false)),create a left/ right mirror image of the input
67a3c6ac.json,(lambda (to_original_grid_overlay (reflect (grid_to_block $0) false) true)),create a left/ right mirror image of the input
67a3c6ac.json,(lambda (to_min_grid (reflect (grid_to_block $0) (negate_boolean true)) false)),create a left/ right mirror image of the input
67a3c6ac.json,(lambda (to_min_grid (reflect (grid_to_block $0) (negate_boolean true)) true)),create a left/ right mirror image of the input
67a3c6ac.json,(lambda (to_min_grid (reflect (grid_to_block $0) false) (negate_boolean false))),create a left/ right mirror image of the input
67a3c6ac.json,(lambda (to_min_grid (reflect (grid_to_block $0) false) (negate_boolean true))),create a left/ right mirror image of the input
67a3c6ac.json,(lambda (to_original_grid_overlay (reflect (grid_to_block $0) (negate_boolean true)) false)),create a left/ right mirror image of the input
67a3c6ac.json,(lambda (to_original_grid_overlay (reflect (grid_to_block $0) (negate_boolean true)) true)),create a left/ right mirror image of the input
67a3c6ac.json,(lambda (to_min_grid (reflect (remove_black_b (grid_to_block $0)) false) true)),create a left/ right mirror image of the input
67a3c6ac.json,(lambda (to_min_grid (remove_black_b (reflect (grid_to_block $0) false)) true)),create a left/ right mirror image of the input
67a3c6ac.json,(lambda (to_min_grid (reflect (remove_black_b (grid_to_block $0)) false) false)),create a left/ right mirror image of the input
67a3c6ac.json,(lambda (to_min_grid (remove_black_b (reflect (grid_to_block $0) false)) false)),create a left/ right mirror image of the input
67a3c6ac.json,(lambda (to_original_grid_overlay (reflect (remove_black_b (grid_to_block $0)) false) true)),create a left/ right mirror image of the input
67a3c6ac.json,(lambda (to_original_grid_overlay (remove_black_b (reflect (grid_to_block $0) false)) true)),create a left/ right mirror image of the input
67a3c6ac.json,(lambda (to_min_grid (box_block (reflect (grid_to_block $0) false)) false)),create a left/ right mirror image of the input
67a3c6ac.json,(lambda (to_min_grid (reflect (box_block (grid_to_block $0)) false) false)),create a left/ right mirror image of the input
67a3c6ac.json,(lambda (to_original_grid_overlay (reflect (grid_to_block $0) false) (negate_boolean false))),create a left/ right mirror image of the input
67a3c6ac.json,(lambda (to_original_grid_overlay (reflect (grid_to_block $0) false) (negate_boolean true))),create a left/ right mirror image of the input
67e8384a.json,(lambda (to_min_grid (reflect (remove_black_b (move (reflect (remove_black_b (move (reflect (grid_to_block $0) true) 3 south true)) false) 3 east true)) true) true)),copy-paste the pattern in each corner. The pattern on the bottoms flips parallel to the top.
67e8384a.json,(lambda (to_min_grid (reflect (remove_black_b (move (reflect (remove_black_b (move (reflect (grid_to_block $0) false) 3 east true)) true) 3 south true)) false) true)),copy-paste the pattern in each corner. The pattern on the bottoms flips parallel to the top.
67e8384a.json,(lambda (to_min_grid (reflect (remove_black_b (move (reflect (reflect (remove_black_b (move (reflect (grid_to_block $0) false) 3 east true)) false) true) 3 south true)) false) true)),copy-paste the pattern in each corner. The pattern on the bottoms flips parallel to the top.
67e8384a.json,(lambda (to_min_grid (reflect (remove_black_b (move (reflect (reflect (remove_black_b (move (reflect (grid_to_block $0) false) 3 east true)) true) false) 3 south true)) false) true)),copy-paste the pattern in each corner. The pattern on the bottoms flips parallel to the top.
68b16354.json,(lambda (to_min_grid (reflect (grid_to_block $0) true) false)),flip the input grid vertically
68b16354.json,(lambda (to_min_grid (reflect (grid_to_block $0) true) true)),flip the input grid vertically
68b16354.json,(lambda (to_original_grid_overlay (reflect (grid_to_block $0) true) false)),flip the input grid vertically
68b16354.json,(lambda (to_original_grid_overlay (reflect (grid_to_block $0) true) true)),flip the input grid vertically
68b16354.json,(lambda (to_min_grid (reflect (grid_to_block $0) (negate_boolean false)) false)),flip the input grid vertically
68b16354.json,(lambda (to_min_grid (reflect (grid_to_block $0) (negate_boolean false)) true)),flip the input grid vertically
68b16354.json,(lambda (to_min_grid (reflect (grid_to_block $0) true) (negate_boolean false))),flip the input grid vertically
68b16354.json,(lambda (to_min_grid (reflect (grid_to_block $0) true) (negate_boolean true))),flip the input grid vertically
68b16354.json,(lambda (to_original_grid_overlay (reflect (grid_to_block $0) (negate_boolean false)) false)),flip the input grid vertically
68b16354.json,(lambda (to_original_grid_overlay (reflect (grid_to_block $0) (negate_boolean false)) true)),flip the input grid vertically
68b16354.json,(lambda (to_min_grid (reflect (remove_black_b (grid_to_block $0)) true) true)),flip the input grid vertically
68b16354.json,(lambda (to_min_grid (remove_black_b (reflect (grid_to_block $0) true)) true)),flip the input grid vertically
68b16354.json,(lambda (to_min_grid (reflect (remove_black_b (grid_to_block $0)) true) false)),flip the input grid vertically
68b16354.json,(lambda (to_min_grid (remove_black_b (reflect (grid_to_block $0) true)) false)),flip the input grid vertically
68b16354.json,(lambda (to_original_grid_overlay (reflect (grid_to_block $0) true) (negate_boolean false))),flip the input grid vertically
68b16354.json,(lambda (to_original_grid_overlay (reflect (grid_to_block $0) true) (negate_boolean true))),flip the input grid vertically
6d0aefbc.json,(lambda (to_min_grid (move (reflect (remove_black_b (grid_to_block $0)) false) 3 east true) true)),copy the grid and reflect on the other half
6d0aefbc.json,(lambda (to_min_grid (move (remove_black_b (reflect (grid_to_block $0) false)) 3 east true) true)),copy the grid and reflect on the other half
