,program,DSL,generation,frontierEntryRank,isHandWritten,nl_0,nl_1,nl_2,nl_3,nl_4,nl_5
22eb0ac0.json,(lambda (#(lambda (lambda (lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $1) (lambda (extend_towards_until_edge $0 $1))) $2 false)))) (negate_boolean false) $0 east)),rich,generation,entry,False,copy the input if two block s acros s from each other are the same color fill in the rest of that horizontal row with that color don t do anything with the block s acros s from each other that are different color s,one black row at the top then add a row of colored block s any color all the way through and then fill in one or two of the colored row s with the first block in that row color,,,,
22eb0ac0.json,(lambda (#(lambda (lambda (lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $1) (lambda (extend_towards_until_edge $0 $1))) $2 false)))) (touches_any_boundary (grid_to_block $0)) $0 east)),rich,generation,entry,False,copy the input if two block s acros s from each other are the same color fill in the rest of that horizontal row with that color don t do anything with the block s acros s from each other that are different color s,one black row at the top then add a row of colored block s any color all the way through and then fill in one or two of the colored row s with the first block in that row color,,,,
22eb0ac0.json,(lambda (#(lambda (lambda (lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $1) (lambda (extend_towards_until_edge $0 $1))) $2 false)))) (touches_any_boundary (replace_color (grid_to_block $0) orange grey)) $0 east)),rich,generation,entry,False,copy the input if two block s acros s from each other are the same color fill in the rest of that horizontal row with that color don t do anything with the block s acros s from each other that are different color s,one black row at the top then add a row of colored block s any color all the way through and then fill in one or two of the colored row s with the first block in that row color,,,,
1f642eb9.json,(lambda (#(lambda (lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) $1) true true))) (lambda (move_until_overlaps_block $0 (first_of_sorted_object_list (#(lambda (filter_blocks (find_same_color_blocks $0 true false) (lambda (is_symmetrical $0 false)))) $1) (lambda (get_num_tiles $0)) false) false)) $0)),rich,3,0,False,join the color,make a copy of each of the colored small square s and put those copy into the blue shape into the same line near to the same block,make one similiarly colored squar inside the light blue figure for each colored square around the exterior place the colored square s along the most outer edge of the blue figure closest to their corresponding block,,,
1f642eb9.json,(lambda (#(lambda (lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) $1) true true))) (lambda (move_until_overlaps_block $0 (first_of_sorted_object_list (find_same_color_blocks $1 true false) (lambda (get_num_tiles $0)) false) false)) $0)),rich,3,1,False,join the color,make a copy of each of the colored small square s and put those copy into the blue shape into the same line near to the same block,make one similiarly colored squar inside the light blue figure for each colored square around the exterior place the colored square s along the most outer edge of the blue figure closest to their corresponding block,,,
1f642eb9.json,(lambda (#(lambda (lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) $1) true true))) (lambda (move_until_overlaps_block $0 (first_of_sorted_object_list (find_same_color_blocks $1 true true) (lambda (get_num_tiles $0)) false) false)) $0)),rich,3,2,False,join the color,make a copy of each of the colored small square s and put those copy into the blue shape into the same line near to the same block,make one similiarly colored squar inside the light blue figure for each colored square around the exterior place the colored square s along the most outer edge of the blue figure closest to their corresponding block,,,
1f642eb9.json,(lambda (#(lambda (lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) $1) true true))) (lambda (move_until_overlaps_block $0 (first_of_sorted_object_list (find_blocks_by_inferred_b $1 false false) (lambda (get_num_tiles $0)) false) false)) $0)),rich,3,3,False,join the color,make a copy of each of the colored small square s and put those copy into the blue shape into the same line near to the same block,make one similiarly colored squar inside the light blue figure for each colored square around the exterior place the colored square s along the most outer edge of the blue figure closest to their corresponding block,,,
1f642eb9.json,(lambda (#(lambda (lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) $1) true true))) (lambda (move_until_overlaps_block $0 (first_of_sorted_object_list (find_blocks_by_inferred_b $1 true false) (lambda (get_num_tiles $0)) false) false)) $0)),rich,3,4,False,join the color,make a copy of each of the colored small square s and put those copy into the blue shape into the same line near to the same block,make one similiarly colored squar inside the light blue figure for each colored square around the exterior place the colored square s along the most outer edge of the blue figure closest to their corresponding block,,,
1f642eb9.json,(lambda (#(lambda (lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) $1) true true))) (lambda (move_until_overlaps_block $0 (first_of_sorted_object_list (#(lambda (filter_blocks (find_same_color_blocks $0 true false) (lambda (is_symmetrical $0 false)))) $1) (lambda (get_num_tiles $0)) false) (is_interior $0 true))) $0)),rich,3,5,False,join the color,make a copy of each of the colored small square s and put those copy into the blue shape into the same line near to the same block,make one similiarly colored squar inside the light blue figure for each colored square around the exterior place the colored square s along the most outer edge of the blue figure closest to their corresponding block,,,
1f642eb9.json,(lambda (#(lambda (lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) $1) true true))) (lambda (move_until_overlaps_block $0 (first_of_sorted_object_list (#(lambda (filter_blocks (find_same_color_blocks $0 true false) (lambda (is_symmetrical $0 false)))) $1) (lambda (get_num_tiles (remove_color $0 grey))) false) false)) $0)),rich,3,6,False,join the color,make a copy of each of the colored small square s and put those copy into the blue shape into the same line near to the same block,make one similiarly colored squar inside the light blue figure for each colored square around the exterior place the colored square s along the most outer edge of the blue figure closest to their corresponding block,,,
1f642eb9.json,(lambda (#(lambda (lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) $1) true true))) (lambda (move_until_overlaps_block $0 (first_of_sorted_object_list (find_same_color_blocks $1 true false) (lambda (get_num_tiles (remove_color $0 grey))) false) false)) $0)),rich,3,7,False,join the color,make a copy of each of the colored small square s and put those copy into the blue shape into the same line near to the same block,make one similiarly colored squar inside the light blue figure for each colored square around the exterior place the colored square s along the most outer edge of the blue figure closest to their corresponding block,,,
1f642eb9.json,(lambda (#(lambda (lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) $1) true true))) (lambda (move_until_overlaps_block $0 (first_of_sorted_object_list (find_same_color_blocks $1 true true) (lambda (get_num_tiles (remove_color $0 grey))) false) false)) $0)),rich,3,8,False,join the color,make a copy of each of the colored small square s and put those copy into the blue shape into the same line near to the same block,make one similiarly colored squar inside the light blue figure for each colored square around the exterior place the colored square s along the most outer edge of the blue figure closest to their corresponding block,,,
1f642eb9.json,(lambda (#(lambda (lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) $1) true true))) (lambda (move_until_overlaps_block $0 (first_of_sorted_object_list (find_blocks_by_inferred_b $1 true false) (lambda (get_num_tiles (remove_color $0 grey))) false) false)) $0)),rich,3,9,False,join the color,make a copy of each of the colored small square s and put those copy into the blue shape into the same line near to the same block,make one similiarly colored squar inside the light blue figure for each colored square around the exterior place the colored square s along the most outer edge of the blue figure closest to their corresponding block,,,
d43fd935.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (extend_until_touches_block $0 (first_of_sorted_object_list (find_same_color_blocks $1 true true) (lambda (get_num_tiles $0)) false) false))) true true)),rich,1,0,False,copy the input grid then connect the 2 by 2 green square to any and all other colored square s which you can reach with a straight line use the color of the square to which you are connecting the 2 by 2 green square fill in all of the black square s between that square and the 2 by 2 green square leave the rest of the grid including any colored square you can t reach with a straight line as they are,copy the input to the output look at each corner of the green box is there a colored square above or beside that corner then draw a line the same color as that square to connect it,fill the same color of any square that is vertical or horizontal to the corner of the green square,,,
d43fd935.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (extend_until_touches_block $0 (first_of_sorted_object_list (#(lambda (filter_blocks (find_same_color_blocks $0 true false) (lambda (is_symmetrical $0 false)))) $1) (lambda (get_num_tiles $0)) false) false))) true true)),rich,2,0,False,copy the input grid then connect the 2 by 2 green square to any and all other colored square s which you can reach with a straight line use the color of the square to which you are connecting the 2 by 2 green square fill in all of the black square s between that square and the 2 by 2 green square leave the rest of the grid including any colored square you can t reach with a straight line as they are,copy the input to the output look at each corner of the green box is there a colored square above or beside that corner then draw a line the same color as that square to connect it,fill the same color of any square that is vertical or horizontal to the corner of the green square,,,
d43fd935.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (extend_until_touches_block $0 (first_of_sorted_object_list (find_same_color_blocks $1 true false) (lambda (get_num_tiles $0)) false) false))) true true)),rich,2,1,False,copy the input grid then connect the 2 by 2 green square to any and all other colored square s which you can reach with a straight line use the color of the square to which you are connecting the 2 by 2 green square fill in all of the black square s between that square and the 2 by 2 green square leave the rest of the grid including any colored square you can t reach with a straight line as they are,copy the input to the output look at each corner of the green box is there a colored square above or beside that corner then draw a line the same color as that square to connect it,fill the same color of any square that is vertical or horizontal to the corner of the green square,,,
d43fd935.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (extend_until_touches_block $0 (first_of_sorted_object_list (find_blocks_by_inferred_b $1 true false) (lambda (get_num_tiles $0)) false) false))) true true)),rich,2,3,False,copy the input grid then connect the 2 by 2 green square to any and all other colored square s which you can reach with a straight line use the color of the square to which you are connecting the 2 by 2 green square fill in all of the black square s between that square and the 2 by 2 green square leave the rest of the grid including any colored square you can t reach with a straight line as they are,copy the input to the output look at each corner of the green box is there a colored square above or beside that corner then draw a line the same color as that square to connect it,fill the same color of any square that is vertical or horizontal to the corner of the green square,,,
d43fd935.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (extend_until_touches_block $0 (first_of_sorted_object_list (find_same_color_blocks $1 true false) (lambda (get_num_tiles (remove_color $0 grey))) false) false))) true true)),rich,2,4,False,copy the input grid then connect the 2 by 2 green square to any and all other colored square s which you can reach with a straight line use the color of the square to which you are connecting the 2 by 2 green square fill in all of the black square s between that square and the 2 by 2 green square leave the rest of the grid including any colored square you can t reach with a straight line as they are,copy the input to the output look at each corner of the green box is there a colored square above or beside that corner then draw a line the same color as that square to connect it,fill the same color of any square that is vertical or horizontal to the corner of the green square,,,
d43fd935.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (extend_until_touches_block $0 (first_of_sorted_object_list (find_same_color_blocks $1 true true) (lambda (get_num_tiles (remove_color $0 grey))) false) false))) true true)),rich,2,5,False,copy the input grid then connect the 2 by 2 green square to any and all other colored square s which you can reach with a straight line use the color of the square to which you are connecting the 2 by 2 green square fill in all of the black square s between that square and the 2 by 2 green square leave the rest of the grid including any colored square you can t reach with a straight line as they are,copy the input to the output look at each corner of the green box is there a colored square above or beside that corner then draw a line the same color as that square to connect it,fill the same color of any square that is vertical or horizontal to the corner of the green square,,,
d43fd935.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (extend_until_touches_block $0 (first_of_sorted_object_list (find_same_color_blocks $1 true false) (lambda (get_num_tiles (remove_color $0 yellow))) false) false))) true true)),rich,2,6,False,copy the input grid then connect the 2 by 2 green square to any and all other colored square s which you can reach with a straight line use the color of the square to which you are connecting the 2 by 2 green square fill in all of the black square s between that square and the 2 by 2 green square leave the rest of the grid including any colored square you can t reach with a straight line as they are,copy the input to the output look at each corner of the green box is there a colored square above or beside that corner then draw a line the same color as that square to connect it,fill the same color of any square that is vertical or horizontal to the corner of the green square,,,
d43fd935.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (extend_until_touches_block $0 (first_of_sorted_object_list (find_same_color_blocks $1 true true) (lambda (get_num_tiles (remove_color $0 yellow))) false) false))) true true)),rich,2,7,False,copy the input grid then connect the 2 by 2 green square to any and all other colored square s which you can reach with a straight line use the color of the square to which you are connecting the 2 by 2 green square fill in all of the black square s between that square and the 2 by 2 green square leave the rest of the grid including any colored square you can t reach with a straight line as they are,copy the input to the output look at each corner of the green box is there a colored square above or beside that corner then draw a line the same color as that square to connect it,fill the same color of any square that is vertical or horizontal to the corner of the green square,,,
d43fd935.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (extend_until_touches_block $0 (first_of_sorted_object_list (find_blocks_by_inferred_b $1 true false) (lambda (get_num_tiles (remove_color $0 grey))) false) false))) true true)),rich,2,8,False,copy the input grid then connect the 2 by 2 green square to any and all other colored square s which you can reach with a straight line use the color of the square to which you are connecting the 2 by 2 green square fill in all of the black square s between that square and the 2 by 2 green square leave the rest of the grid including any colored square you can t reach with a straight line as they are,copy the input to the output look at each corner of the green box is there a colored square above or beside that corner then draw a line the same color as that square to connect it,fill the same color of any square that is vertical or horizontal to the corner of the green square,,,
d43fd935.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (extend_until_touches_block $0 (first_of_sorted_object_list (find_blocks_by_inferred_b $1 true false) (lambda (get_num_tiles (remove_color $0 yellow))) false) false))) true true)),rich,2,9,False,copy the input grid then connect the 2 by 2 green square to any and all other colored square s which you can reach with a straight line use the color of the square to which you are connecting the 2 by 2 green square fill in all of the black square s between that square and the 2 by 2 green square leave the rest of the grid including any colored square you can t reach with a straight line as they are,copy the input to the output look at each corner of the green box is there a colored square above or beside that corner then draw a line the same color as that square to connect it,fill the same color of any square that is vertical or horizontal to the corner of the green square,,,
d43fd935.json,(lambda (#(lambda (lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) $1) true true))) (lambda (extend_until_touches_block $0 (first_of_sorted_object_list (#(lambda (filter_blocks (find_same_color_blocks $0 true false) (lambda (is_symmetrical $0 false)))) $1) (lambda (get_num_tiles $0)) false) false)) $0)),rich,3,0,False,copy the input grid then connect the 2 by 2 green square to any and all other colored square s which you can reach with a straight line use the color of the square to which you are connecting the 2 by 2 green square fill in all of the black square s between that square and the 2 by 2 green square leave the rest of the grid including any colored square you can t reach with a straight line as they are,copy the input to the output look at each corner of the green box is there a colored square above or beside that corner then draw a line the same color as that square to connect it,fill the same color of any square that is vertical or horizontal to the corner of the green square,,,
d43fd935.json,(lambda (#(lambda (lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) $1) true true))) (lambda (extend_until_touches_block $0 (first_of_sorted_object_list (find_same_color_blocks $1 false false) (lambda (get_num_tiles $0)) false) false)) $0)),rich,3,1,False,copy the input grid then connect the 2 by 2 green square to any and all other colored square s which you can reach with a straight line use the color of the square to which you are connecting the 2 by 2 green square fill in all of the black square s between that square and the 2 by 2 green square leave the rest of the grid including any colored square you can t reach with a straight line as they are,copy the input to the output look at each corner of the green box is there a colored square above or beside that corner then draw a line the same color as that square to connect it,fill the same color of any square that is vertical or horizontal to the corner of the green square,,,
d43fd935.json,(lambda (#(lambda (lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) $1) true true))) (lambda (extend_until_touches_block $0 (first_of_sorted_object_list (find_same_color_blocks $1 false true) (lambda (get_num_tiles $0)) false) false)) $0)),rich,3,2,False,copy the input grid then connect the 2 by 2 green square to any and all other colored square s which you can reach with a straight line use the color of the square to which you are connecting the 2 by 2 green square fill in all of the black square s between that square and the 2 by 2 green square leave the rest of the grid including any colored square you can t reach with a straight line as they are,copy the input to the output look at each corner of the green box is there a colored square above or beside that corner then draw a line the same color as that square to connect it,fill the same color of any square that is vertical or horizontal to the corner of the green square,,,
d43fd935.json,(lambda (#(lambda (lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) $1) true true))) (lambda (extend_until_touches_block $0 (first_of_sorted_object_list (find_same_color_blocks $1 true false) (lambda (get_num_tiles $0)) false) false)) $0)),rich,3,3,False,copy the input grid then connect the 2 by 2 green square to any and all other colored square s which you can reach with a straight line use the color of the square to which you are connecting the 2 by 2 green square fill in all of the black square s between that square and the 2 by 2 green square leave the rest of the grid including any colored square you can t reach with a straight line as they are,copy the input to the output look at each corner of the green box is there a colored square above or beside that corner then draw a line the same color as that square to connect it,fill the same color of any square that is vertical or horizontal to the corner of the green square,,,
d43fd935.json,(lambda (#(lambda (lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) $1) true true))) (lambda (extend_until_touches_block $0 (first_of_sorted_object_list (find_same_color_blocks $1 true true) (lambda (get_num_tiles $0)) false) false)) $0)),rich,3,4,False,copy the input grid then connect the 2 by 2 green square to any and all other colored square s which you can reach with a straight line use the color of the square to which you are connecting the 2 by 2 green square fill in all of the black square s between that square and the 2 by 2 green square leave the rest of the grid including any colored square you can t reach with a straight line as they are,copy the input to the output look at each corner of the green box is there a colored square above or beside that corner then draw a line the same color as that square to connect it,fill the same color of any square that is vertical or horizontal to the corner of the green square,,,
d43fd935.json,(lambda (#(lambda (lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) $1) true true))) (lambda (extend_until_touches_block $0 (first_of_sorted_object_list (find_blocks_by_inferred_b $1 false false) (lambda (get_num_tiles $0)) false) false)) $0)),rich,3,5,False,copy the input grid then connect the 2 by 2 green square to any and all other colored square s which you can reach with a straight line use the color of the square to which you are connecting the 2 by 2 green square fill in all of the black square s between that square and the 2 by 2 green square leave the rest of the grid including any colored square you can t reach with a straight line as they are,copy the input to the output look at each corner of the green box is there a colored square above or beside that corner then draw a line the same color as that square to connect it,fill the same color of any square that is vertical or horizontal to the corner of the green square,,,
d43fd935.json,(lambda (#(lambda (lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) $1) true true))) (lambda (extend_until_touches_block $0 (first_of_sorted_object_list (find_blocks_by_inferred_b $1 false true) (lambda (get_num_tiles $0)) false) false)) $0)),rich,3,6,False,copy the input grid then connect the 2 by 2 green square to any and all other colored square s which you can reach with a straight line use the color of the square to which you are connecting the 2 by 2 green square fill in all of the black square s between that square and the 2 by 2 green square leave the rest of the grid including any colored square you can t reach with a straight line as they are,copy the input to the output look at each corner of the green box is there a colored square above or beside that corner then draw a line the same color as that square to connect it,fill the same color of any square that is vertical or horizontal to the corner of the green square,,,
d43fd935.json,(lambda (#(lambda (lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) $1) true true))) (lambda (extend_until_touches_block $0 (first_of_sorted_object_list (find_blocks_by_inferred_b $1 true false) (lambda (get_num_tiles $0)) false) false)) $0)),rich,3,7,False,copy the input grid then connect the 2 by 2 green square to any and all other colored square s which you can reach with a straight line use the color of the square to which you are connecting the 2 by 2 green square fill in all of the black square s between that square and the 2 by 2 green square leave the rest of the grid including any colored square you can t reach with a straight line as they are,copy the input to the output look at each corner of the green box is there a colored square above or beside that corner then draw a line the same color as that square to connect it,fill the same color of any square that is vertical or horizontal to the corner of the green square,,,
d43fd935.json,(lambda (#(lambda (lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) $1) true true))) (lambda (extend_until_touches_block $0 (first_of_sorted_object_list (find_blocks_by_inferred_b $1 true true) (lambda (get_num_tiles $0)) false) false)) $0)),rich,3,8,False,copy the input grid then connect the 2 by 2 green square to any and all other colored square s which you can reach with a straight line use the color of the square to which you are connecting the 2 by 2 green square fill in all of the black square s between that square and the 2 by 2 green square leave the rest of the grid including any colored square you can t reach with a straight line as they are,copy the input to the output look at each corner of the green box is there a colored square above or beside that corner then draw a line the same color as that square to connect it,fill the same color of any square that is vertical or horizontal to the corner of the green square,,,
d43fd935.json,(lambda (#(lambda (lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) $1) true true))) (lambda (extend_until_touches_block $0 (first_of_sorted_object_list (#(lambda (filter_blocks (find_same_color_blocks $0 true false) (lambda (is_symmetrical $0 false)))) $1) (lambda (get_width $0)) false) false)) $0)),rich,3,9,False,copy the input grid then connect the 2 by 2 green square to any and all other colored square s which you can reach with a straight line use the color of the square to which you are connecting the 2 by 2 green square fill in all of the black square s between that square and the 2 by 2 green square leave the rest of the grid including any colored square you can t reach with a straight line as they are,copy the input to the output look at each corner of the green box is there a colored square above or beside that corner then draw a line the same color as that square to connect it,fill the same color of any square that is vertical or horizontal to the corner of the green square,,,
0b148d64.json,(lambda (to_min_grid (remove_black_b (remove_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 1))) true)),rich,1,0,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
0b148d64.json,(lambda (to_min_grid (remove_color (remove_black_b (grid_to_block $0)) (nth_primary_color (grid_to_block $0) 1)) true)),rich,1,1,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
0b148d64.json,(lambda (to_min_grid (remove_black_b (remove_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 1))) false)),rich,1,2,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
0b148d64.json,(lambda (to_min_grid (remove_color (remove_black_b (grid_to_block $0)) (nth_primary_color (grid_to_block $0) 1)) false)),rich,1,3,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
0b148d64.json,(lambda (to_min_grid (remove_color (remove_black_b (remove_black_b (grid_to_block $0))) (nth_primary_color (grid_to_block $0) 1)) true)),rich,1,4,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
0b148d64.json,(lambda (to_min_grid (remove_color (remove_black_b (remove_black_b (grid_to_block $0))) (nth_primary_color (grid_to_block $0) 1)) false)),rich,1,5,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
0b148d64.json,(lambda (to_min_grid (remove_color (remove_black_b (grid_to_block $0)) (nth_primary_color (reflect (grid_to_block $0) true) 1)) true)),rich,1,6,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
0b148d64.json,(lambda (to_min_grid (remove_color (reflect (reflect (remove_black_b (grid_to_block $0)) true) true) (nth_primary_color (grid_to_block $0) 1)) true)),rich,1,7,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
0b148d64.json,(lambda (to_min_grid (remove_color (reflect (reflect (remove_black_b (grid_to_block $0)) true) true) (nth_primary_color (grid_to_block $0) 1)) false)),rich,1,8,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
0b148d64.json,(lambda (to_min_grid (remove_color (reflect (reflect (remove_black_b (grid_to_block $0)) false) false) (nth_primary_color (grid_to_block $0) 1)) true)),rich,1,9,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
0b148d64.json,(lambda (to_min_grid (#(lambda (remove_color (#(lambda (remove_black_b (grid_to_block $0))) $0) (nth_primary_color (grid_to_block $0) 1))) $0) false)),rich,2,0,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
0b148d64.json,(lambda (to_min_grid (#(lambda (remove_color (#(lambda (remove_black_b (grid_to_block $0))) $0) (nth_primary_color (grid_to_block $0) 1))) $0) true)),rich,2,1,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
0b148d64.json,(lambda (#(lambda (lambda (to_min_grid (first_of_sorted_object_list $0 (lambda (get_num_tiles $0)) $1) true))) false (map_tiles (find_tiles_by_black_b $0) (lambda (#(lambda (remove_color (#(lambda (remove_black_b (grid_to_block $0))) $0) (nth_primary_color (grid_to_block $0) 1))) $1))))),rich,2,2,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
0b148d64.json,(lambda (to_min_grid (filter_block_tiles (#(lambda (remove_color (#(lambda (remove_black_b (grid_to_block $0))) $0) (nth_primary_color (grid_to_block $0) 1))) $0) (lambda true)) false)),rich,2,3,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
0b148d64.json,(lambda (#(lambda (lambda (to_min_grid (first_of_sorted_object_list $0 (lambda (get_num_tiles $0)) $1) true))) true (map_tiles (find_tiles_by_black_b $0) (lambda (#(lambda (remove_color (#(lambda (remove_black_b (grid_to_block $0))) $0) (nth_primary_color (grid_to_block $0) 1))) $1))))),rich,2,4,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
0b148d64.json,(lambda (to_min_grid (remove_black_b (#(lambda (remove_color (#(lambda (remove_black_b (grid_to_block $0))) $0) (nth_primary_color (grid_to_block $0) 1))) $0)) false)),rich,2,5,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
0b148d64.json,(lambda (to_min_grid (filter_block_tiles (#(lambda (remove_color (#(lambda (remove_black_b (grid_to_block $0))) $0) (nth_primary_color (grid_to_block $0) 1))) $0) (lambda true)) true)),rich,2,6,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
0b148d64.json,(lambda (to_min_grid (box_block (#(lambda (remove_color (#(lambda (remove_black_b (grid_to_block $0))) $0) (nth_primary_color (grid_to_block $0) 1))) $0)) false)),rich,2,7,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
0b148d64.json,(lambda (to_min_grid (remove_black_b (#(lambda (remove_color (#(lambda (remove_black_b (grid_to_block $0))) $0) (nth_primary_color (grid_to_block $0) 1))) $0)) true)),rich,2,8,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
0b148d64.json,(lambda (to_min_grid (remove_color (#(lambda (remove_color (#(lambda (remove_black_b (grid_to_block $0))) $0) (nth_primary_color (grid_to_block $0) 1))) $0) blue) false)),rich,2,9,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
0b148d64.json,(lambda (to_min_grid (#(lambda (remove_color (#(lambda (remove_black_b (grid_to_block $0))) $0) (nth_primary_color (grid_to_block $0) 1))) $0) (negate_boolean false))),rich,3,9,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
0b148d64.json,(lambda (blocks_to_min_grid (find_blocks_by_color $0 (nth_primary_color (grid_to_block $0) 2) false false) false false)),rich,generation,entry,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
0b148d64.json,(lambda (blocks_to_min_grid (find_blocks_by_color $0 (nth_primary_color (grid_to_block $0) 2) true false) false false)),rich,generation,entry,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
0b148d64.json,(lambda (blocks_to_min_grid (find_blocks_by_color $0 (nth_primary_color (grid_to_block $0) 2) false false) false true)),rich,generation,entry,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
0b148d64.json,(lambda (blocks_to_min_grid (find_blocks_by_color $0 (nth_primary_color (grid_to_block $0) 2) false false) true false)),rich,generation,entry,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
0b148d64.json,(lambda (blocks_to_min_grid (find_blocks_by_color $0 (nth_primary_color (grid_to_block $0) 2) false true) false false)),rich,generation,entry,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
0b148d64.json,(lambda (blocks_to_min_grid (find_blocks_by_color $0 (nth_primary_color (grid_to_block $0) 2) false false) true true)),rich,generation,entry,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
0b148d64.json,(lambda (blocks_to_min_grid (find_blocks_by_color $0 (nth_primary_color (grid_to_block $0) 2) false true) false true)),rich,generation,entry,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
0b148d64.json,(lambda (blocks_to_min_grid (find_blocks_by_color $0 (nth_primary_color (grid_to_block $0) 2) false true) true false)),rich,generation,entry,False,copy the pattern that is a different color,make it the area that is a different color,make the output grid match the space of the colored area that is the odd color from the rest,,,
